partner,reporter,date,total_exports,gdp,partner_exports,beta
Russia,Austria,2021-07-09,555817617.1935484,1288428394.4813092,6347362.794274192,0.004926438148570523
Russia,Austria,2021-07-10,555817617.1935484,1288428394.4813092,6347362.794274192,0.004926438148570523
Russia,Austria,2021-07-11,555817617.1935484,1288428394.4813092,6347362.794274192,0.004926438148570523
Russia,Austria,2021-05-01,537160529.451613,1288428394.4813092,6347362.794274192,0.004926438148570523
Russia,Austria,2021-05-02,537160529.451613,1288428394.4813092,6347362.794274192,0.004926438148570523
Russia,Austria,2021-05-03,537160529.451613,1288428394.4813092,6347362.794274192,0.004926438148570523
Russia,Austria,2021-05-04,537160529.451613,1288428394.4813092,6347362.794274192,0.004926438148570523
Russia,Austria,2021-05-05,537160529.451613,1288428394.4813092,6347362.794274192,0.004926438148570523
Russia,Austria,2021-05-06,537160529.451613,1288428394.4813092,6347362.794274192,0.004926438148570523
Russia,Austria,2021-05-07,537160529.451613,1288428394.4813092,6347362.794274192,0.004926438148570523
Russia,Austria,2021-05-08,537160529.451613,1288428394.4813092,6347362.794274192,0.004926438148570523
Russia,Austria,2021-05-09,537160529.451613,1288428394.4813092,6347362.794274192,0.004926438148570523
Russia,Austria,2021-05-10,537160529.451613,1288428394.4813092,6347362.794274192,0.004926438148570523
Russia,Austria,2021-05-11,537160529.451613,1288428394.4813092,6347362.794274192,0.004926438148570523
Russia,Austria,2021-05-12,537160529.451613,1288428394.4813092,6347362.794274192,0.004926438148570523
Russia,Austria,2021-05-13,537160529.451613,1288428394.4813092,6347362.794274192,0.004926438148570523
Russia,Austria,2021-05-14,537160529.451613,1288428394.4813092,6347362.794274192,0.004926438148570523
