partner,reporter,date,total_exports,gdp,partner_exports,beta
Russia,United States,2021-01-11,4134258953.387097,62674947741.935486,12590981.451612903,2.0089336976324818e-4
Russia,United States,2021-10-18,5294760906.451612,62674947741.935486,16844991.870967742,2.6876754553234103e-4
Russia,United States,2021-01-26,4134258953.387097,62674947741.935486,12590981.451612903,2.0089336976324818e-4
Russia,United States,2021-12-01,5139739328.387096,62674947741.935486,17593536.580645163,2.8071082967769936e-4
Russia,United States,2021-12-02,5139739328.387096,62674947741.935486,17593536.580645163,2.8071082967769936e-4
Russia,United States,2021-12-03,5139739328.387096,62674947741.935486,17593536.580645163,2.8071082967769936e-4
Russia,United States,2021-12-04,5139739328.387096,62674947741.935486,17593536.580645163,2.8071082967769936e-4
Russia,United States,2021-12-05,5139739328.387096,62674947741.935486,17593536.580645163,2.8071082967769936e-4
Russia,United States,2021-12-06,5139739328.387096,62674947741.935486,17593536.580645163,2.8071082967769936e-4
Russia,United States,2021-12-07,5139739328.387096,62674947741.935486,17593536.580645163,2.8071082967769936e-4
Russia,United States,2021-07-09,4653862945.580646,62674947741.935486,16070108.451612903,2.564040183612387e-4
Russia,United States,2021-01-22,4134258953.387097,62674947741.935486,12590981.451612903,2.0089336976324818e-4
Russia,United States,2021-10-29,5294760906.451612,62674947741.935486,16844991.870967742,2.6876754553234103e-4
Russia,United States,2021-10-30,5294760906.451612,62674947741.935486,16844991.870967742,2.6876754553234103e-4
Russia,United States,2021-01-25,4134258953.387097,62674947741.935486,12590981.451612903,2.0089336976324818e-4
Russia,United States,2021-03-20,4924859067.258064,62674947741.935486,15362929.193548387,2.4512073399415266e-4
Russia,United States,2021-11-29,5217772821.233334,64764112666.666664,17460719.033333335,2.696048523539822e-4
Russia,United States,2021-11-30,5217772821.233334,64764112666.666664,17460719.033333335,2.696048523539822e-4
Russia,United States,2021-09-02,4744631416.133333,64764112666.666664,19024758,2.9375463071528845e-4
Russia,United States,2021-09-03,4744631416.133333,64764112666.666664,19024758,2.9375463071528845e-4
Russia,United States,2021-01-04,4134258953.387097,62674947741.935486,12590981.451612903,2.0089336976324818e-4
Russia,United States,2021-01-05,4134258953.387097,62674947741.935486,12590981.451612903,2.0089336976324818e-4
Russia,United States,2021-01-06,4134258953.387097,62674947741.935486,12590981.451612903,2.0089336976324818e-4
Russia,United States,2021-01-07,4134258953.387097,62674947741.935486,12590981.451612903,2.0089336976324818e-4
Russia,United States,2021-01-08,4134258953.387097,62674947741.935486,12590981.451612903,2.0089336976324818e-4
Russia,United States,2021-01-09,4134258953.387097,62674947741.935486,12590981.451612903,2.0089336976324818e-4
Russia,United States,2021-01-10,4134258953.387097,62674947741.935486,12590981.451612903,2.0089336976324818e-4
Russia,United States,2021-09-11,4744631416.133333,64764112666.666664,19024758,2.9375463071528845e-4
Russia,United States,2021-01-12,4134258953.387097,62674947741.935486,12590981.451612903,2.0089336976324818e-4
Russia,United States,2021-09-13,4744631416.133333,64764112666.666664,19024758,2.9375463071528845e-4
Russia,United States,2021-09-14,4744631416.133333,64764112666.666664,19024758,2.9375463071528845e-4
Russia,United States,2021-11-04,5217772821.233334,64764112666.666664,17460719.033333335,2.696048523539822e-4
Russia,United States,2021-11-05,5217772821.233334,64764112666.666664,17460719.033333335,2.696048523539822e-4
Russia,United States,2021-11-06,5217772821.233334,64764112666.666664,17460719.033333335,2.696048523539822e-4
Russia,United States,2021-11-07,5217772821.233334,64764112666.666664,17460719.033333335,2.696048523539822e-4
Russia,United States,2021-11-08,5217772821.233334,64764112666.666664,17460719.033333335,2.696048523539822e-4
Russia,United States,2021-11-09,5217772821.233334,64764112666.666664,17460719.033333335,2.696048523539822e-4
Russia,United States,2021-09-21,4744631416.133333,64764112666.666664,19024758,2.9375463071528845e-4
Russia,United States,2021-09-22,4744631416.133333,64764112666.666664,19024758,2.9375463071528845e-4
Russia,United States,2021-01-23,4134258953.387097,62674947741.935486,12590981.451612903,2.0089336976324818e-4
Russia,United States,2021-01-24,4134258953.387097,62674947741.935486,12590981.451612903,2.0089336976324818e-4
Russia,United States,2021-09-25,4744631416.133333,64764112666.666664,19024758,2.9375463071528845e-4
Russia,United States,2021-09-26,4744631416.133333,64764112666.666664,19024758,2.9375463071528845e-4
Russia,United States,2021-09-27,4744631416.133333,64764112666.666664,19024758,2.9375463071528845e-4
Russia,United States,2021-09-28,4744631416.133333,64764112666.666664,19024758,2.9375463071528845e-4
Russia,United States,2021-09-29,4744631416.133333,64764112666.666664,19024758,2.9375463071528845e-4
Russia,United States,2021-09-30,4744631416.133333,64764112666.666664,19024758,2.9375463071528845e-4
Russia,United States,2021-06-11,4935581977.1,64764112666.666664,17928331.066666666,2.768250861235712e-4
Russia,United States,2021-06-12,4935581977.1,64764112666.666664,17928331.066666666,2.768250861235712e-4
Russia,United States,2021-06-13,4935581977.1,64764112666.666664,17928331.066666666,2.768250861235712e-4
Russia,United States,2021-12-08,5139739328.387096,62674947741.935486,17593536.580645163,2.8071082967769936e-4
Russia,United States,2021-12-09,5139739328.387096,62674947741.935486,17593536.580645163,2.8071082967769936e-4
Russia,United States,2021-07-10,4653862945.580646,62674947741.935486,16070108.451612903,2.564040183612387e-4
Russia,United States,2021-07-11,4653862945.580646,62674947741.935486,16070108.451612903,2.564040183612387e-4
Russia,United States,2021-07-12,4653862945.580646,62674947741.935486,16070108.451612903,2.564040183612387e-4
Russia,United States,2021-11-28,5217772821.233334,64764112666.666664,17460719.033333335,2.696048523539822e-4
Russia,United States,2021-10-02,5294760906.451612,62674947741.935486,16844991.870967742,2.6876754553234103e-4
Russia,United States,2021-10-03,5294760906.451612,62674947741.935486,16844991.870967742,2.6876754553234103e-4
Russia,United States,2021-07-15,4653862945.580646,62674947741.935486,16070108.451612903,2.564040183612387e-4
Russia,United States,2021-07-16,4653862945.580646,62674947741.935486,16070108.451612903,2.564040183612387e-4
Russia,United States,2021-09-04,4744631416.133333,64764112666.666664,19024758,2.9375463071528845e-4
Russia,United States,2021-09-05,4744631416.133333,64764112666.666664,19024758,2.9375463071528845e-4
Russia,United States,2021-09-06,4744631416.133333,64764112666.666664,19024758,2.9375463071528845e-4
Russia,United States,2021-09-07,4744631416.133333,64764112666.666664,19024758,2.9375463071528845e-4
Russia,United States,2021-09-08,4744631416.133333,64764112666.666664,19024758,2.9375463071528845e-4
Russia,United States,2021-09-09,4744631416.133333,64764112666.666664,19024758,2.9375463071528845e-4
Russia,United States,2021-09-10,4744631416.133333,64764112666.666664,19024758,2.9375463071528845e-4
Russia,United States,2021-10-13,5294760906.451612,62674947741.935486,16844991.870967742,2.6876754553234103e-4
Russia,United States,2021-09-12,4744631416.133333,64764112666.666664,19024758,2.9375463071528845e-4
Russia,United States,2021-04-02,4800589790.833333,64764112666.666664,21391486.766666666,3.3029846138348494e-4
Russia,United States,2021-04-03,4800589790.833333,64764112666.666664,21391486.766666666,3.3029846138348494e-4
Russia,United States,2021-04-04,4800589790.833333,64764112666.666664,21391486.766666666,3.3029846138348494e-4
Russia,United States,2021-04-05,4800589790.833333,64764112666.666664,21391486.766666666,3.3029846138348494e-4
Russia,United States,2021-04-06,4800589790.833333,64764112666.666664,21391486.766666666,3.3029846138348494e-4
Russia,United States,2021-04-07,4800589790.833333,64764112666.666664,21391486.766666666,3.3029846138348494e-4
Russia,United States,2021-04-08,4800589790.833333,64764112666.666664,21391486.766666666,3.3029846138348494e-4
Russia,United States,2021-04-09,4800589790.833333,64764112666.666664,21391486.766666666,3.3029846138348494e-4
Russia,United States,2021-11-10,5217772821.233334,64764112666.666664,17460719.033333335,2.696048523539822e-4
Russia,United States,2021-11-11,5217772821.233334,64764112666.666664,17460719.033333335,2.696048523539822e-4
Russia,United States,2021-09-23,4744631416.133333,64764112666.666664,19024758,2.9375463071528845e-4
Russia,United States,2021-09-24,4744631416.133333,64764112666.666664,19024758,2.9375463071528845e-4
Russia,United States,2021-11-14,5217772821.233334,64764112666.666664,17460719.033333335,2.696048523539822e-4
Russia,United States,2021-11-15,5217772821.233334,64764112666.666664,17460719.033333335,2.696048523539822e-4
Russia,United States,2021-11-16,5217772821.233334,64764112666.666664,17460719.033333335,2.696048523539822e-4
Russia,United States,2021-11-17,5217772821.233334,64764112666.666664,17460719.033333335,2.696048523539822e-4
Russia,United States,2021-11-18,5217772821.233334,64764112666.666664,17460719.033333335,2.696048523539822e-4
Russia,United States,2021-11-19,5217772821.233334,64764112666.666664,17460719.033333335,2.696048523539822e-4
Russia,United States,2021-11-20,5217772821.233334,64764112666.666664,17460719.033333335,2.696048523539822e-4
Russia,United States,2021-11-21,5217772821.233334,64764112666.666664,17460719.033333335,2.696048523539822e-4
Russia,United States,2021-11-22,5217772821.233334,64764112666.666664,17460719.033333335,2.696048523539822e-4
Russia,United States,2021-11-23,5217772821.233334,64764112666.666664,17460719.033333335,2.696048523539822e-4
Russia,United States,2021-11-24,5217772821.233334,64764112666.666664,17460719.033333335,2.696048523539822e-4
Russia,United States,2021-11-25,5217772821.233334,64764112666.666664,17460719.033333335,2.696048523539822e-4
Russia,United States,2021-11-26,5217772821.233334,64764112666.666664,17460719.033333335,2.696048523539822e-4
Russia,United States,2021-11-27,5217772821.233334,64764112666.666664,17460719.033333335,2.696048523539822e-4
Russia,United States,2021-10-01,5294760906.451612,62674947741.935486,16844991.870967742,2.6876754553234103e-4
Russia,United States,2021-06-19,4935581977.1,64764112666.666664,17928331.066666666,2.768250861235712e-4
Russia,United States,2021-06-20,4935581977.1,64764112666.666664,17928331.066666666,2.768250861235712e-4
Russia,United States,2021-10-04,5294760906.451612,62674947741.935486,16844991.870967742,2.6876754553234103e-4
Russia,United States,2021-10-05,5294760906.451612,62674947741.935486,16844991.870967742,2.6876754553234103e-4
Russia,United States,2021-10-06,5294760906.451612,62674947741.935486,16844991.870967742,2.6876754553234103e-4
Russia,United States,2021-10-07,5294760906.451612,62674947741.935486,16844991.870967742,2.6876754553234103e-4
Russia,United States,2021-10-08,5294760906.451612,62674947741.935486,16844991.870967742,2.6876754553234103e-4
Russia,United States,2021-10-09,5294760906.451612,62674947741.935486,16844991.870967742,2.6876754553234103e-4
Russia,United States,2021-10-10,5294760906.451612,62674947741.935486,16844991.870967742,2.6876754553234103e-4
Russia,United States,2021-10-11,5294760906.451612,62674947741.935486,16844991.870967742,2.6876754553234103e-4
Russia,United States,2021-10-12,5294760906.451612,62674947741.935486,16844991.870967742,2.6876754553234103e-4
Russia,United States,2021-06-30,4935581977.1,64764112666.666664,17928331.066666666,2.768250861235712e-4
Russia,United States,2021-04-01,4800589790.833333,64764112666.666664,21391486.766666666,3.3029846138348494e-4
Russia,United States,2021-11-01,5217772821.233334,64764112666.666664,17460719.033333335,2.696048523539822e-4
Russia,United States,2021-11-02,5217772821.233334,64764112666.666664,17460719.033333335,2.696048523539822e-4
Russia,United States,2021-11-03,5217772821.233334,64764112666.666664,17460719.033333335,2.696048523539822e-4
Russia,United States,2021-08-01,4783715761,62674947741.935486,15900669.35483871,2.5370056023516483e-4
Russia,United States,2021-08-02,4783715761,62674947741.935486,15900669.35483871,2.5370056023516483e-4
Russia,United States,2021-08-03,4783715761,62674947741.935486,15900669.35483871,2.5370056023516483e-4
Russia,United States,2021-08-04,4783715761,62674947741.935486,15900669.35483871,2.5370056023516483e-4
Russia,United States,2021-08-05,4783715761,62674947741.935486,15900669.35483871,2.5370056023516483e-4
Russia,United States,2021-04-10,4800589790.833333,64764112666.666664,21391486.766666666,3.3029846138348494e-4
Russia,United States,2021-04-11,4800589790.833333,64764112666.666664,21391486.766666666,3.3029846138348494e-4
Russia,United States,2021-11-12,5217772821.233334,64764112666.666664,17460719.033333335,2.696048523539822e-4
Russia,United States,2021-11-13,5217772821.233334,64764112666.666664,17460719.033333335,2.696048523539822e-4
Russia,United States,2021-04-14,4800589790.833333,64764112666.666664,21391486.766666666,3.3029846138348494e-4
Russia,United States,2021-04-15,4800589790.833333,64764112666.666664,21391486.766666666,3.3029846138348494e-4
Russia,United States,2021-04-16,4800589790.833333,64764112666.666664,21391486.766666666,3.3029846138348494e-4
Russia,United States,2021-04-17,4800589790.833333,64764112666.666664,21391486.766666666,3.3029846138348494e-4
Russia,United States,2021-04-18,4800589790.833333,64764112666.666664,21391486.766666666,3.3029846138348494e-4
Russia,United States,2021-04-19,4800589790.833333,64764112666.666664,21391486.766666666,3.3029846138348494e-4
Russia,United States,2021-04-20,4800589790.833333,64764112666.666664,21391486.766666666,3.3029846138348494e-4
Russia,United States,2021-04-21,4800589790.833333,64764112666.666664,21391486.766666666,3.3029846138348494e-4
Russia,United States,2021-04-22,4800589790.833333,64764112666.666664,21391486.766666666,3.3029846138348494e-4
Russia,United States,2021-04-23,4800589790.833333,64764112666.666664,21391486.766666666,3.3029846138348494e-4
Russia,United States,2021-06-14,4935581977.1,64764112666.666664,17928331.066666666,2.768250861235712e-4
Russia,United States,2021-06-15,4935581977.1,64764112666.666664,17928331.066666666,2.768250861235712e-4
Russia,United States,2021-06-16,4935581977.1,64764112666.666664,17928331.066666666,2.768250861235712e-4
Russia,United States,2021-06-17,4935581977.1,64764112666.666664,17928331.066666666,2.768250861235712e-4
Russia,United States,2021-06-18,4935581977.1,64764112666.666664,17928331.066666666,2.768250861235712e-4
Russia,United States,2021-08-25,4783715761,62674947741.935486,15900669.35483871,2.5370056023516483e-4
Russia,United States,2021-08-26,4783715761,62674947741.935486,15900669.35483871,2.5370056023516483e-4
Russia,United States,2021-08-27,4783715761,62674947741.935486,15900669.35483871,2.5370056023516483e-4
Russia,United States,2021-08-28,4783715761,62674947741.935486,15900669.35483871,2.5370056023516483e-4
Russia,United States,2021-08-29,4783715761,62674947741.935486,15900669.35483871,2.5370056023516483e-4
Russia,United States,2021-08-30,4783715761,62674947741.935486,15900669.35483871,2.5370056023516483e-4
Russia,United States,2021-08-31,4783715761,62674947741.935486,15900669.35483871,2.5370056023516483e-4
Russia,United States,2021-07-17,4653862945.580646,62674947741.935486,16070108.451612903,2.564040183612387e-4
Russia,United States,2021-07-18,4653862945.580646,62674947741.935486,16070108.451612903,2.564040183612387e-4
Russia,United States,2021-07-19,4653862945.580646,62674947741.935486,16070108.451612903,2.564040183612387e-4
Russia,United States,2021-07-20,4653862945.580646,62674947741.935486,16070108.451612903,2.564040183612387e-4
Russia,United States,2021-07-21,4653862945.580646,62674947741.935486,16070108.451612903,2.564040183612387e-4
Russia,United States,2021-07-22,4653862945.580646,62674947741.935486,16070108.451612903,2.564040183612387e-4
Russia,United States,2021-07-23,4653862945.580646,62674947741.935486,16070108.451612903,2.564040183612387e-4
Russia,United States,2021-07-24,4653862945.580646,62674947741.935486,16070108.451612903,2.564040183612387e-4
Russia,United States,2021-07-25,4653862945.580646,62674947741.935486,16070108.451612903,2.564040183612387e-4
Russia,United States,2021-07-26,4653862945.580646,62674947741.935486,16070108.451612903,2.564040183612387e-4
Russia,United States,2021-07-27,4653862945.580646,62674947741.935486,16070108.451612903,2.564040183612387e-4
Russia,United States,2021-07-28,4653862945.580646,62674947741.935486,16070108.451612903,2.564040183612387e-4
Russia,United States,2021-07-29,4653862945.580646,62674947741.935486,16070108.451612903,2.564040183612387e-4
Russia,United States,2021-07-30,4653862945.580646,62674947741.935486,16070108.451612903,2.564040183612387e-4
Russia,United States,2021-08-06,4783715761,62674947741.935486,15900669.35483871,2.5370056023516483e-4
Russia,United States,2021-08-07,4783715761,62674947741.935486,15900669.35483871,2.5370056023516483e-4
Russia,United States,2021-04-12,4800589790.833333,64764112666.666664,21391486.766666666,3.3029846138348494e-4
Russia,United States,2021-04-13,4800589790.833333,64764112666.666664,21391486.766666666,3.3029846138348494e-4
Russia,United States,2021-08-10,4783715761,62674947741.935486,15900669.35483871,2.5370056023516483e-4
Russia,United States,2021-08-11,4783715761,62674947741.935486,15900669.35483871,2.5370056023516483e-4
Russia,United States,2021-08-12,4783715761,62674947741.935486,15900669.35483871,2.5370056023516483e-4
Russia,United States,2021-08-13,4783715761,62674947741.935486,15900669.35483871,2.5370056023516483e-4
Russia,United States,2021-08-14,4783715761,62674947741.935486,15900669.35483871,2.5370056023516483e-4
Russia,United States,2021-08-15,4783715761,62674947741.935486,15900669.35483871,2.5370056023516483e-4
Russia,United States,2021-08-16,4783715761,62674947741.935486,15900669.35483871,2.5370056023516483e-4
Russia,United States,2021-08-17,4783715761,62674947741.935486,15900669.35483871,2.5370056023516483e-4
Russia,United States,2021-08-18,4783715761,62674947741.935486,15900669.35483871,2.5370056023516483e-4
Russia,United States,2021-08-19,4783715761,62674947741.935486,15900669.35483871,2.5370056023516483e-4
Russia,United States,2021-08-20,4783715761,62674947741.935486,15900669.35483871,2.5370056023516483e-4
Russia,United States,2021-08-21,4783715761,62674947741.935486,15900669.35483871,2.5370056023516483e-4
Russia,United States,2021-08-22,4783715761,62674947741.935486,15900669.35483871,2.5370056023516483e-4
Russia,United States,2021-08-23,4783715761,62674947741.935486,15900669.35483871,2.5370056023516483e-4
Russia,United States,2021-08-24,4783715761,62674947741.935486,15900669.35483871,2.5370056023516483e-4
Russia,United States,2021-05-01,4703716444,62674947741.935486,19149013.93548387,3.055289972371427e-4
Russia,United States,2021-05-02,4703716444,62674947741.935486,19149013.93548387,3.055289972371427e-4
Russia,United States,2021-05-03,4703716444,62674947741.935486,19149013.93548387,3.055289972371427e-4
Russia,United States,2021-05-04,4703716444,62674947741.935486,19149013.93548387,3.055289972371427e-4
Russia,United States,2021-05-05,4703716444,62674947741.935486,19149013.93548387,3.055289972371427e-4
Russia,United States,2021-05-06,4703716444,62674947741.935486,19149013.93548387,3.055289972371427e-4
Russia,United States,2021-05-07,4703716444,62674947741.935486,19149013.93548387,3.055289972371427e-4
Russia,United States,2021-05-08,4703716444,62674947741.935486,19149013.93548387,3.055289972371427e-4
Russia,United States,2021-05-09,4703716444,62674947741.935486,19149013.93548387,3.055289972371427e-4
Russia,United States,2021-05-10,4703716444,62674947741.935486,19149013.93548387,3.055289972371427e-4
Russia,United States,2021-05-11,4703716444,62674947741.935486,19149013.93548387,3.055289972371427e-4
Russia,United States,2021-05-12,4703716444,62674947741.935486,19149013.93548387,3.055289972371427e-4
Russia,United States,2021-05-13,4703716444,62674947741.935486,19149013.93548387,3.055289972371427e-4
Russia,United States,2021-05-14,4703716444,62674947741.935486,19149013.93548387,3.055289972371427e-4
Russia,United States,2021-05-15,4703716444,62674947741.935486,19149013.93548387,3.055289972371427e-4
Russia,United States,2021-05-16,4703716444,62674947741.935486,19149013.93548387,3.055289972371427e-4
Russia,United States,2021-05-17,4703716444,62674947741.935486,19149013.93548387,3.055289972371427e-4
Russia,United States,2021-05-18,4703716444,62674947741.935486,19149013.93548387,3.055289972371427e-4
Russia,United States,2021-05-19,4703716444,62674947741.935486,19149013.93548387,3.055289972371427e-4
Russia,United States,2021-05-20,4703716444,62674947741.935486,19149013.93548387,3.055289972371427e-4
Russia,United States,2021-05-21,4703716444,62674947741.935486,19149013.93548387,3.055289972371427e-4
Russia,United States,2021-05-22,4703716444,62674947741.935486,19149013.93548387,3.055289972371427e-4
Russia,United States,2021-05-23,4703716444,62674947741.935486,19149013.93548387,3.055289972371427e-4
Russia,United States,2021-08-08,4783715761,62674947741.935486,15900669.35483871,2.5370056023516483e-4
Russia,United States,2021-08-09,4783715761,62674947741.935486,15900669.35483871,2.5370056023516483e-4
Russia,United States,2021-05-26,4703716444,62674947741.935486,19149013.93548387,3.055289972371427e-4
Russia,United States,2021-05-27,4703716444,62674947741.935486,19149013.93548387,3.055289972371427e-4
Russia,United States,2021-05-28,4703716444,62674947741.935486,19149013.93548387,3.055289972371427e-4
Russia,United States,2021-05-29,4703716444,62674947741.935486,19149013.93548387,3.055289972371427e-4
Russia,United States,2021-05-30,4703716444,62674947741.935486,19149013.93548387,3.055289972371427e-4
Russia,United States,2021-05-31,4703716444,62674947741.935486,19149013.93548387,3.055289972371427e-4
Russia,United States,2021-01-27,4134258953.387097,62674947741.935486,12590981.451612903,2.0089336976324818e-4
Russia,United States,2021-01-28,4134258953.387097,62674947741.935486,12590981.451612903,2.0089336976324818e-4
Russia,United States,2021-01-29,4134258953.387097,62674947741.935486,12590981.451612903,2.0089336976324818e-4
Russia,United States,2021-01-30,4134258953.387097,62674947741.935486,12590981.451612903,2.0089336976324818e-4
Russia,United States,2021-01-31,4134258953.387097,62674947741.935486,12590981.451612903,2.0089336976324818e-4
Russia,United States,2021-04-24,4800589790.833333,64764112666.666664,21391486.766666666,3.3029846138348494e-4
Russia,United States,2021-04-25,4800589790.833333,64764112666.666664,21391486.766666666,3.3029846138348494e-4
Russia,United States,2021-04-26,4800589790.833333,64764112666.666664,21391486.766666666,3.3029846138348494e-4
Russia,United States,2021-04-27,4800589790.833333,64764112666.666664,21391486.766666666,3.3029846138348494e-4
Russia,United States,2021-04-28,4800589790.833333,64764112666.666664,21391486.766666666,3.3029846138348494e-4
Russia,United States,2021-04-29,4800589790.833333,64764112666.666664,21391486.766666666,3.3029846138348494e-4
Russia,United States,2021-04-30,4800589790.833333,64764112666.666664,21391486.766666666,3.3029846138348494e-4
Russia,United States,2021-06-21,4935581977.1,64764112666.666664,17928331.066666666,2.768250861235712e-4
Russia,United States,2021-06-22,4935581977.1,64764112666.666664,17928331.066666666,2.768250861235712e-4
Russia,United States,2021-06-23,4935581977.1,64764112666.666664,17928331.066666666,2.768250861235712e-4
